VARIABLES="X","Y","U","V","P"
ZONE  F=POINT
I=33, J=33
0.00000000	0.00000000	0.00000000	0.00000000	0.99999974
0.03030303	0.00000000	0.00000000	0.00000000	0.99994365
0.06060606	0.00000000	0.00000309	0.00000000	0.99980404
0.09090909	0.00000000	-0.00015914	0.00000000	0.99962995
0.12121212	0.00000000	-0.00052163	0.00000000	0.99945738
0.15151515	0.00000000	-0.00106729	0.00000000	0.99931014
0.18181818	0.00000000	-0.00176063	0.00000000	0.99920305
0.21212121	0.00000000	-0.00256218	0.00000000	0.99914495
0.24242424	0.00000000	-0.00343447	0.00000000	0.99914096
0.27272727	0.00000000	-0.00434384	0.00000000	0.99919398
0.30303030	0.00000000	-0.00526047	0.00000000	0.99930557
0.33333333	0.00000000	-0.00615752	0.00000000	0.99947632
0.36363636	0.00000000	-0.00701015	0.00000000	0.99970589
0.39393939	0.00000000	-0.00779465	0.00000000	0.99999270
0.42424242	0.00000000	-0.00848796	0.00000000	1.00033360
0.45454545	0.00000000	-0.00906754	0.00000000	1.00072341
0.48484848	0.00000000	-0.00951165	0.00000000	1.00115447
0.51515152	0.00000000	-0.00980004	0.00000000	1.00161630
0.54545455	0.00000000	-0.00991489	0.00000000	1.00209383
0.57575758	0.00000000	-0.00984207	0.00000000	1.00256911
0.60606061	0.00000000	-0.00957344	0.00000000	1.00302377
0.63636364	0.00000000	-0.00910788	0.00000000	1.00343854
0.66666667	0.00000000	-0.00845335	0.00000000	1.00379439
0.69696970	0.00000000	-0.00762843	0.00000000	1.00407420
0.72727273	0.00000000	-0.00666312	0.00000000	1.00426468
0.75757576	0.00000000	-0.00559865	0.00000000	1.00435817
0.78787879	0.00000000	-0.00448612	0.00000000	1.00435418
0.81818182	0.00000000	-0.00338383	0.00000000	1.00426043
0.84848485	0.00000000	-0.00235325	0.00000000	1.00409324
0.87878788	0.00000000	-0.00145396	0.00000000	1.00387722
0.90909091	0.00000000	-0.00073766	0.00000000	1.00364446
0.93939394	0.00000000	-0.00024127	0.00000000	1.00343334
0.96969697	0.00000000	0.00002159	0.00000000	1.00328669
0.00000000	0.03030303	0.00000000	0.00000000	1.00005526
0.03030303	0.03030303	0.00000000	0.00000000	0.99999778
0.06060606	0.03030303	-0.00016369	0.00000000	0.99972891
0.09090909	0.03030303	-0.00078420	0.00000000	0.99940759
0.12121212	0.03030303	-0.00192638	0.00000000	0.99909276
0.15151515	0.03030303	-0.00354683	0.00000000	0.99882516
0.18181818	0.03030303	-0.00555699	0.00000000	0.99863124
0.21212121	0.03030303	-0.00785519	0.00000000	0.99852742
0.24242424	0.03030303	-0.01034177	0.00000000	0.99852369
0.27272727	0.03030303	-0.01292487	0.00000000	0.99862607
0.30303030	0.03030303	-0.01552132	0.00000000	0.99883812
0.33333333	0.03030303	-0.01805528	0.00000000	0.99916153
0.36363636	0.03030303	-0.02045617	0.00000000	0.99959611
0.39393939	0.03030303	-0.02265685	0.00000000	1.00013927
0.42424242	0.03030303	-0.02459263	0.00000000	1.00078534
0.45454545	0.03030303	-0.02620114	0.00000000	1.00152470
0.48484848	0.03030303	-0.02742326	0.00000000	1.00234302
0.51515152	0.03030303	-0.02820489	0.00000000	1.00322064
0.54545455	0.03030303	-0.02849960	0.00000000	1.00412839
0.57575758	0.03030303	-0.02827189	0.00000000	1.00503164
0.60606061	0.03030303	-0.02750162	0.00000000	1.00589570
0.63636364	0.03030303	-0.02618824	0.00000000	1.00668404
